state,starred,map,name,message,climb_category,elevation_high,xoms,average_grade,private,elevation_profile,end_latlng,resource_state,activity_type,id,elevation_low,errors,hazardous,created_at,start_latlng,maximum_grade,athlete_count,effort_count,distance,local_legend,country,updated_at,city,total_elevation_gain,athlete_segment_stats,star_count
Idaho,False,"{'id': 's12983262', 'polyline': 'kusiGldncUJCZCt@UH?BIn@a@Zc@DMx@{@J@TKLCLBd@h@EPHf@@LJf@KTIv@ThADF', 'resource_state': 3}","Bumpy's (wrong way, south spur descent)",,0,1719.6,"{'kom': '1:08', 'qom': '1:52', 'overall': '1:08', 'destination': {'href': 'strava://segments/12983262/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-7.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/V4IXWRIIPF5MCVHLVAUOT34O77OU7XOLCMNESG4E46NQA67VZB2GOZQHG5VLHD4VW3Q2FAIT5MMWLIMLHE6Q====,"[43.685566, -116.076989]",3,Ride,12983262,1693.5,,False,2016-08-23T03:18:10Z,"[43.687427, -116.076387]",18.7,11,13,345.6,,United States,2021-05-15T02:18:22Z,Boise,8.7,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
ID,False,"{'id': 's3677755', 'polyline': 'ugyiGvg|dUC^g@z@}@jAg@Vc@lAQ|@Cr@^zBGx@c@nCDh@H`@B^Ej@M\\S\\BLDz@Gl@', 'resource_state': 3}",Junk Yard - Who's King of corners,,0,836.0,"{'kom': '51s', 'qom': '1:02', 'overall': '51s', 'destination': {'href': 'strava://segments/3677755/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-3.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6VVUIVWHER2SZNH6QM54RZCWQFUEYWBUWCEAAAHHNUFUIGVCV7Q7L46UE3IO5MY7SNF4XHZEEMRKONHA2M7HK===,"[43.717121, -116.317643]",3,Ride,3677755,817.3,,False,2013-03-25T15:11:10Z,"[43.715955, -116.312438]",0.7,4929,71245,482.42,"{'athlete_id': 192093, 'title': 'Jerrrrremy ""formerly big stache""', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/192093/168713/1/large.jpg', 'effort_description': '17 efforts in the last 90 days', 'effort_count': '17', 'effort_counts': {'overall': '17 efforts', 'female': '3 efforts'}, 'destination': 'strava://segments/3677755/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:27Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",30
Idaho,False,"{'id': 's35253959', 'polyline': 'qv`iG||tdUExi@?fIBfC@|SEjc@', 'resource_state': 3}",Overland - Cole:MapleGrove,,0,845.0,"{'kom': '1:53', 'qom': '3:04', 'overall': '1:53', 'destination': {'href': 'strava://segments/35253959/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-0.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/BO76FKZD3WWXN3SAEK3S2PONSYC2O4YP4LZWXCBDJOXELRLH2EFA3I5LJ45C262LDYZVOGRVGXAB3XEKDD566===,"[43.590366, -116.293201]",3,Ride,35253959,834.8,,False,2023-08-23T13:16:43Z,"[43.590331, -116.274866]",1.4,184,827,1481.0,"{'athlete_id': 63438252, 'title': 'Lucas Erlebach', 'profile': 'https://d3nn82uaxijpm6.cloudfront.net/assets/avatar/athlete/large-800a7033cc92b2a5548399e26b1ef42414dd1a9cb13b99454222d38d58fd28ef.png', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/35253959/local_legend?categories%5B%5D=overall'}",USA,2023-08-23T13:16:44Z,,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
Idaho,False,"{'id': 's12530055', 'polyline': '}syiGptjdUL\\Bd@ARMxBY|AM`BDj@Rv@JLJDN@LAN?ZBZIb@[|@ULAbA^PJ@V', 'resource_state': 3}",Flowing,,0,1055.3,"{'kom': '37s', 'qom': '40s', 'overall': '37s', 'destination': {'href': 'strava://segments/12530055/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-6.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/EXASUCTKOYIGPFQ2TCW4XTLVLZO5OBDSUZBSKTOVXTHDWQKBNNBNNX2KMK3SHX2GRWQAISKVA3FES3XPEHH36===,"[43.71634, -116.224989]",3,Ride,12530055,1029.1,,False,2016-07-04T15:31:24Z,"[43.717914, -116.222327]",3.0,4137,27419,413.4,"{'athlete_id': 3572541, 'title': 'Dan Anderson', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/3572541/1627075/2/large.jpg', 'effort_description': '3 efforts in the last 90 days', 'effort_count': '3', 'effort_counts': {'overall': '3 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/12530055/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:03:52Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",7
Idaho,False,"{'id': 's22113384', 'polyline': 'cjuiGjxcdU]z@YRUFk@d@KB{@d@i@h@MPUHM@AFBDFMDAIFW\\M^c@TYJg@^QRMHWD', 'resource_state': 3}",Sweet Connie Tech Down,,0,1076.3,"{'kom': '39s', 'qom': '50s', 'overall': '39s', 'destination': {'href': 'strava://segments/22113384/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-9.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/6WMVF5RXA55SFQUG3BRL56GZGL3YSQ5NV3SKK5BMVB3LJXBNOIBWP4W7OGHF7IFGYX6FCN5DWPO6PKTVO5XA====,"[43.69824, -116.189141]",3,Ride,22113384,1042.1,,False,2019-10-21T19:35:00Z,"[43.695862, -116.1871]",-6.5,2761,11448,346.0,"{'athlete_id': 100481006, 'title': 'Rob Powell', 'profile': 'https://lh3.googleusercontent.com/a/ACg8ocJV4NQpf4-4D0D1y29IOF_qhaUGMzeuaVBRAvr4HZc_bSp7=s96-c', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/22113384/local_legend?categories%5B%5D=overall'}",United States,2021-05-19T08:05:10Z,Garden City,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",2
ID,False,"{'id': 's710380', 'polyline': 'yakiGzmbdUF_@Bu@BEJGN?^P|@NN^Bf@Ll@Nf@|@|AJZJNNGv@eADq@Im@G{CGcAWqACc@_AgA]i@Um@Ec@b@eBx@yBRm@^_DFy@?aCK{AGwCO_AM_@KoAPe@PYbAw@RBRAn@OX@b@WHNKh@e@x@HXRDh@G\\Ih@_@Lc@L_ARcCOyFI[o@m@WIM_@?g@XoATcBCoC\\kARkARqDHc@Ja@Bk@?]UcCWw@', 'resource_state': 3}",Red Cliffs (up),,1,1030.0,"{'kom': '5:55', 'qom': '7:06', 'overall': '5:55', 'destination': {'href': 'strava://segments/710380/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",6.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/RUGM63R4RY24WDV5PZNCYPO7QRKUAJ2JZWPKFXUE25ABLUU2OTQY7ZINWL37WMWYLWSLKAJ4FG4WAKDKVXBA====,"[43.6400521, -116.1642882]",3,Ride,710380,901.6,,False,2011-08-11T13:55:11Z,"[43.6433368, -116.1802953]",19.9,4705,41571,2067.87,"{'athlete_id': 5376681, 'title': 'Michael Black', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/5376681/17327172/2/large.jpg', 'effort_description': '12 efforts in the last 90 days', 'effort_count': '12', 'effort_counts': {'overall': '12 efforts', 'female': '4 efforts'}, 'destination': 'strava://segments/710380/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:05Z,Boise,143.83,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",40
Idaho,False,"{'id': 's16555829', 'polyline': '_yqiG|oscUJa@d@[vAoBf@_@~@UVAZUf@?^NJEDGPWXeADgADQTs@BSCU', 'resource_state': 3}",8th St Quick DH Connect to Trail 4,,0,1667.3,"{'kom': '40s', 'qom': '1:01', 'overall': '40s', 'destination': {'href': 'strava://segments/16555829/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-3.7,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/GHURZXOWYUHN4F7GSNY3R6UAASX3GV6FRHE643QRKYAUWNIJ3XSY7JE4S5JZUTBWBJGOOV4ZOJFNITFCHK2Q====,"[43.675455, -116.101184]",3,Ride,16555829,1649.1,,False,2017-11-26T04:41:15Z,"[43.677763, -116.103823]",16.5,1149,3552,377.7,"{'athlete_id': 48484774, 'title': 'Wesley Chandler - TRIBE', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/48484774/13207311/35/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/16555829/local_legend?categories%5B%5D=overall'}",United States,2021-05-17T08:07:19Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
Idaho,False,"{'id': 's17318765', 'polyline': 'a}piGdkbdU?oALo@FUCGKBWZGB]BEDALHXCJIBy@?k@IG@IPEBMC[SG?OTWDGCMKGCWBEEqAgBUOEQ@GDEF?VB^NTBHEBIGIQEGCW_@g@cAAe@Nw@D{@Pm@\\u@n@oAx@qAJSF_CJu@TqBRy@\\uB@SAm@Ku@a@qBUk@', 'resource_state': 3}",Miller Time,,1,1094.3,"{'kom': '4:03', 'qom': '4:43', 'overall': '4:03', 'destination': {'href': 'strava://segments/17318765/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",8.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/QJNJYNA7S7STOOPCLWH7FNRFVIICQS4CNHXDQWCKUKFVEF2TNGP226IV57KLYAIE4CURY7MXAUEKVBX3KC5Q4===,"[43.674463, -116.172313]",3,Ride,17318765,1007.7,,False,2018-04-05T04:23:15Z,"[43.673299, -116.179865]",19.5,2419,8291,1070.5,"{'athlete_id': 43740459, 'title': 'kelly wilde', 'profile': 'https://lh3.googleusercontent.com/a/AGNmyxYeVUF1c45dpPTuBoFLSsZ2oJqSwf_b1Ip274jl=s96-c', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': '1 effort'}, 'destination': 'strava://segments/17318765/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:04:35Z,Boise,86.6,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
Idaho,False,"{'id': 's10549003', 'polyline': '{e_iGlgpdUAwABg@CmBBeECaA@mGM_A@qBDoB@{I', 'resource_state': 3}",Tarweee!,,0,851.2,"{'kom': '48s', 'qom': '1:08', 'overall': '48s', 'destination': {'href': 'strava://segments/10549003/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.6,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/MSR6XG46DTWMVJVDQQHC5YMD4FCUTWQY54QJXMRWUYZSJCM5MC3I6OEW2EYBHX56A7NGR7BI7WOGMP77SCUA====,"[43.582567, -116.243893]",3,Ride,10549003,847.7,,False,2015-09-25T04:26:57Z,"[43.582545, -116.250948]",1.4,144,788,570.7,"{'athlete_id': 873413, 'title': 'Paul Ciano', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/873413/766801/1/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': None}, 'destination': 'strava://segments/10549003/local_legend?categories%5B%5D=overall'}",United States,2021-05-18T08:04:08Z,Boise,3.5,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
Idaho,False,"{'id': 's8116853', 'polyline': 'wcniGzggdUJ@CSHBDDBACO@IJg@Vc@z@sB', 'resource_state': 3}",OLD VERSION - ALPE D'HUEZ SIDEWALK,,0,893.8,"{'kom': '3s', 'qom': '5s', 'overall': '3s', 'destination': {'href': 'strava://segments/8116853/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-9.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/T4XXOSLOJU7VTKITXQB35WL4QZQ45II76QIXJDPVERA3RFW5DQMJCJJJB3F6LMQGMTKHPTAEZE5EUWCWNBZA====,"[43.658393, -116.203792]",3,Ride,8116853,881.4,,False,2014-09-11T21:12:32Z,"[43.659007, -116.204933]",-0.8,4010,73282,135.0,"{'athlete_id': 87303755, 'title': 'Jack Bernard', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/87303755/20893364/41/large.jpg', 'effort_description': '45 efforts in the last 90 days', 'effort_count': '45', 'effort_counts': {'overall': '45 efforts', 'female': '6 efforts'}, 'destination': 'strava://segments/8116853/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:03:09Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",7
ID,False,"{'id': 's5718118', 'polyline': 'ozyiGf`scU@}@Kk@V]LMJ[U_@IeADi@P[^U\\g@FMDo@DQXo@R]Ng@?QE_A@K\\{AJu@e@g@KDWZETEHaAf@EJFPc@AINUEe@e@a@UKCEWWg@GCAHE@BJ?RSd@BPMp@Nb@G\\^h@G@AFGCMFK\\Q\\MDa@bAIDMTMCKJMXWPQAIDFFEA@LEAMJJRATIZUtAIBs@p@Md@BPMB{@`A[n@GRMPQ?g@rAMtAD@E@ERGDAPu@TGA[VCLMHINEPMPSb@[\\CVDROTMhA@TFP?TFJGPE@CDCXWr@CN?z@y@r@GNFE?XYZELFE?FFV?FHFBNCHMP?P[hAATFNZRDFIP', 'resource_state': 3}",Tippy Top Dry Creek - From Trail Start to Second Creek Crossing,,0,1692.5,"{'kom': '2:49', 'qom': '3:16', 'overall': '2:49', 'destination': {'href': 'strava://segments/5718118/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-12.5,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/4YEXVGOJKEUAARLPG5PE4MLYRWT5BYSU42XBYPEBO3CJQYMWAHKGKZI7JHLZZJLFJNUZ7PQGD3D3SGWWU5CCM===,"[43.723914, -116.107581]",3,Ride,5718118,1459.7,,False,2013-10-08T05:47:59Z,"[43.718967, -116.10132]",20.4,4179,16090,1852.0,"{'athlete_id': 63687694, 'title': 'Walt Griffin', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/63687694/16075305/1/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': None}, 'destination': 'strava://segments/5718118/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:45Z,Boise,26.7,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",10
ID,False,"{'id': 's2974545', 'polyline': 'keniGrr`eU|@MVBTAREhA?d@BVC`A@Z@v@?pCIhA@b@CZD^EvCD\\ChA?bC@lAEtB@r@KvAH^EXDf@Ez@BfAAd@F~@C~@A^D~@EbD@J@PE|@?`@?^D|NKx@Od@A`CFrA?d@Ep@@hACd@@bICf@@d@Db@A', 'resource_state': 3}",Cloverdale commute,,0,805.6,"{'kom': '2:05', 'qom': '3:23', 'overall': '2:05', 'destination': {'href': 'strava://segments/2974545/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.1,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/7VCZNVSLUORGD76DCQ4YV2RUCCFED5CB6ZABUGZK7BQWI4WDRKTPIJJMW3QLI4HCGWVPL6EYHIH6TNMFWSL4Q===,"[43.64063618, -116.33439998]",3,Ride,2974545,802.6,,False,2012-12-15T06:08:08Z,"[43.65926907, -116.33466026]",1.3,250,1237,2079.22,"{'athlete_id': 7949748, 'title': '▄ ℙ𝕖𝕥𝕒𝕪 ▄', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/7949748/25771012/4/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': '1 effort'}, 'destination': 'strava://segments/2974545/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:12:42Z,Boise,2.76052,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",1
Idaho,False,"{'id': 's15105339', 'polyline': 'qnwhGbs_dU?Z[zDYhCa@bDQvB{@`IEx@GXsA`OY|BkBlQOnB_CxUk@zGo@zFEt@', 'resource_state': 3}","Pedal faster, so you don't get run over",,0,910.4,"{'kom': '1:32', 'qom': '1:50', 'overall': '1:07', 'destination': {'href': 'strava://segments/15105339/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-1.3,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/UXUHWFVUN5OHUGZAQSOOTAZUROAGEP4BJZEBLW6OYVJUNYHO5L6BAXGXIJRIED4JQ2ZB5R6XONI7DPKNUKBEA===,"[43.546175, -116.184301]",3,Ride,15105339,890.3,,False,2017-06-08T23:24:11Z,"[43.542977, -116.165776]",10.8,1556,8432,1541.0,"{'athlete_id': 5758439, 'title': 'John Collier', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/5758439/29765823/1/large.jpg', 'effort_description': '6 efforts in the last 90 days', 'effort_count': '6', 'effort_counts': {'overall': '6 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/15105339/local_legend?categories%5B%5D=overall'}",United States,2021-05-17T08:06:59Z,Boise,5.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",0
ID,False,"{'id': 's3847553', 'polyline': '_joiGvepcUr@y@j@GD@FNRA|@PPCZWFSDe@DGVGPBpA`@rAB\\GnAu@nAEd@H^PP?PGh@Y|Ao@BDX|AHNLF`@@`CMVBRDd@Rb@JpBKt@?t@L`@Vf@P`@F^HZXV^fBv@z@z@NJ|@L~@Gb@k@PQ|Ao@r@Md@Rd@VRFN@d@AnAMRBNDv@f@LBj@ERUH]C_@BQBOT[Hw@Ek@D[RIV?^KfBo@XU|@e@`AUD@JLA\\Kx@M\\SNs@N[PU\\CPHb@ZT\\DZGXKL@JDR\\Pt@b@Zx@Eh@u@VOd@I\\i@Fi@Rc@l@c@HK@_@S{@FLNf@D\\?XI\\JGHQFcADKLRPd@VvA`@d@`@Rz@x@Rt@Hd@Hz@RfABn@?pAE`@S~@MtA?dCT~@j@fANh@V`@^\\v@vAXh@L`@BVC@o@i@k@U', 'resource_state': 3}",Upper 5 Mile Gulch (Down),,0,1792.8,"{'kom': '4:57', 'qom': '5:58', 'overall': '4:57', 'destination': {'href': 'strava://segments/3847553/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-14.9,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/QDUSFPZREUO4YEE3CHYXO47QIBU6ALGEPQU5264W4GWEPG4QPVUBE37WX2AKJMEC4KOV7T34445X67TLNQGA====,"[43.64670418202877, -116.09241094440222]",3,Ride,3847553,1309.2,,False,2013-04-16T05:49:55Z,"[43.66512098349631, -116.0868379008025]",9.6,1349,3865,3236.22,"{'athlete_id': 108583, 'title': 'Andy Petersen', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/108583/28580/3/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/3847553/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:02:28Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",3
ID,False,"{'id': 's2436852', 'polyline': '_{hhGt`pcUJiPFkDL_EWcEk@mHa@eCm@gCg@qCYaCOkBNgB~@uCHc@Jy@NwBNgE@sAMoOGcBSuB}@{DWsBGqA?}BAsAEq@W{Bo@qCk@sB]s@gC_EiCmEm@q@{@y@}AcB_BqBk@}@uDcFi@_Au@cBs@qAkBsE}@mBMa@WgBy@uIWgDGeCQ{Bk@eDYmA{AeEiAoDSsAg@oGaAyE]_CSuCCuAJiJCkBQ{BCuAL{FZ}Jb@{W?u@KoBUwBYcEMgDAkDD}BN}C\\gEAwBG]u@{Cs@{BmA{Ak@g@w@{@OWSs@[aBQg@Ua@Y[u@i@u@a@sDsAsAi@aGqCoCoBu@e@aBu@YQ[U{AaBsAoAwAgA_Ai@y@u@}C{CaAmAe@o@_@s@Y}@Km@k@uEWkCSyCCyA@k@D{@v@wFf@{Cj@mAl@w@^g@Zq@\\w@`CyIPc@T]t@i@vAg@XQXW~AiBhBcBV[T_@hAgCx@cBr@eBl@iBt@sCb@aApA{BhB_CzCeDxCkCfDcDlAwA^s@Zy@fBkHr@_DhBcJr@{Bp@mB\\cBZeAl@oAfAoC`@m@\\[t@a@~Am@~Au@x@iAX_BRcBHeBNcAV{@bBuEXk@n@q@~DoBhCsBp@YbBg@bAy@~@}APUdAy@r@c@pBo@ZQr@m@n@s@T[P_@Nc@`@oBZyBXyCPmCb@wDLuAAmACtBUzAWbCc@bGi@xD_@vAUr@]n@i@p@e@d@[T[NmBd@c@Tw@f@qAxA[n@q@t@YPm@L}Af@_CjBa@Xc@V}An@SLg@`@e@j@u@dBi@hBu@xBKp@K|Bm@fDUh@_@XwFbCMJy@fAWn@sAvDa@vAS`AeBfFkDhP_BfGSn@Q\\S\\o@x@iAjAaGnF{B~BaBnBsAhB_AbBk@rAWx@s@pCWt@iD|H]j@kB|A_AnAKDAFi@l@q@^y@Re@PYPa@j@Uj@Ql@Y|AYdAcAvCaAjBu@x@]j@Wr@mAtIQ~AElA@v@JlBTdC\\`D\\~BRfAd@tAvAhBbBhB`CxBvBtAbAt@`B|A|@`A^\\`@XrCvAjBtAhAp@vEvBrGjChAp@TRTVb@v@X`ATbAZx@d@n@pAjA~@rAb@|Aj@pCLv@DbAUlCUvDKxE?|BR~Fp@|HDnCe@xU[pLKhGB~@TtD?z@GfG?hCBx@LrARpBLt@bArEJx@`@vFLx@h@fBrBpF\\jAl@`DJx@Fz@HpDFz@j@dGf@zE\\fBzAvCrA`DrCvFl@z@xBrCfBfClFzF^d@pBnDtBjDt@zATr@p@~Cb@~CDfBAdBH`C^xCn@vCJt@PfCJbK?rCArBMjDItAUrBQt@k@fBWnBLpBbArGdA|EZvCj@pJQbLMvQ', 'resource_state': 3}",blackscreek out and back,,0,1176.4,"{'kom': '35:03', 'qom': '40:23', 'overall': '35:03', 'destination': {'href': 'strava://segments/2436852/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",0.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/24PQNR3Q3G2OYJ2WXGJS7H4HFKMWC7EL5U4P2QXYLNXWAZYBFO2UOSJAQSQ6XVAKGNU66RUZ2FEO5ET6OPJNQ===,"[43.46821582876146, -116.0864869505167]",3,Ride,2436852,1035.0,,False,2012-09-22T23:42:55Z,"[43.468165285885334, -116.08602477237582]",40.1,170,518,22276.3,"{'athlete_id': 41900454, 'title': 'Roger Malinowski', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/41900454/20781219/1/large.jpg', 'effort_description': '1 effort in the last 90 days', 'effort_count': '1', 'effort_counts': {'overall': '1 effort', 'female': None}, 'destination': 'strava://segments/2436852/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:12:30Z,Kuna,300.8,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",4
Idaho,False,"{'id': 's10806462', 'polyline': 's~liGnbwcUJb@^Zl@BhA`@JFXn@JFj@DNDJLXf@HHLD\\@LDHHZhAFFNDJHRXPd@@^b@zAFJh@Ld@l@', 'resource_state': 3}",Trail 4 Devil's Slide Section DH,,0,1485.4,"{'kom': '36s', 'qom': '50s', 'overall': '36s', 'destination': {'href': 'strava://segments/10806462/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-21.0,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/WA3GSGTVDXBJFNDSG2FBKIBQESUHNF66Y4ZDL7PV4FNLYDNT7DKX24ZYECUB4PHWG6TRA66AWZDMMYCST2CUS===,"[43.649973, -116.125272]",3,Ride,10806462,1388.8,,False,2015-11-02T17:49:42Z,"[43.653066, -116.122157]",-8.1,1147,3883,460.9,"{'athlete_id': 19328671, 'title': 'Thomas Butterfield', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/19328671/5535113/4/large.jpg', 'effort_description': '2 efforts in the last 90 days', 'effort_count': '2', 'effort_counts': {'overall': '2 efforts', 'female': '1 effort'}, 'destination': 'strava://segments/10806462/local_legend?categories%5B%5D=overall'}",United States,2021-05-20T08:03:36Z,Boise,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",4
ID,False,"{'id': 's7676443', 'polyline': 'sznbH`xtgUZd@JZPbArApDj@fAnA`BnA`Ax@f@bJ~GnBnApBxAZPHA', 'resource_state': 3}",Stratford down to left turn,,0,686.0,"{'kom': '44s', 'qom': '46s', 'overall': '44s', 'destination': {'href': 'strava://segments/7676443/leaderboard', 'type': 'overall', 'name': 'All-Time'}}",-1.2,False,https://d3o5xota0a1fcr.cloudfront.net/v6/charts/KCGCMUTR45SQ2NQYKQH5OG7XBEYP4ALK7U3TF2Q7DNQ7YYVQECSNSVVEAX7X2HZ3WJJL5WQM7IVYWGXKUBUDU===,"[47.753547, -116.770919]",3,Ride,7676443,677.6,,False,2014-07-18T15:59:53Z,"[47.758666, -116.765608]",0.0,1327,12714,712.0,"{'athlete_id': 48140297, 'title': 'Josh Thompson', 'profile': 'https://dgalywyr863hv.cloudfront.net/pictures/athletes/48140297/25256600/1/large.jpg', 'effort_description': '4 efforts in the last 90 days', 'effort_count': '4', 'effort_counts': {'overall': '4 efforts', 'female': None}, 'destination': 'strava://segments/7676443/local_legend?categories%5B%5D=overall'}",United States,2021-05-15T02:15:21Z,Hayden Lake,0.0,"{'pr_elapsed_time': None, 'pr_date': None, 'pr_visibility': None, 'pr_activity_id': None, 'pr_activity_visibility': None, 'effort_count': 0}",4
